title,org_name,url
Chargé d'études Acoustique H/F,Greenaffair,https://jobs.makesense.org/fr/jobs/greenaffair-charge-detudes-acoustique-hf-k9Fmcl9U0l7TRFDGmKuO
Educateur scolaire Collège CDD H/F,Fondation Apprentis d'Auteuil,https://jobs.makesense.org/fr/jobs/fondation-apprentis-dauteuil-educateur-scolaire-college-cdd-hf-kLSSj8R3idLBUiAiiPuI
Médecin Chef  Pédopsychiatre (H/F/X),La Croix-Rouge française,https://jobs.makesense.org/fr/jobs/la-croix-rouge-francaise-medecin-chef-pedopsychiatre-hfx-kZpURyweWpv5b9O1InmM
Growth Marketing Manager - Climate School H/F,AXA Climate,https://jobs.makesense.org/fr/jobs/axa-climate-growth-marketing-manager-climate-school-hf-kd9CEt0mscPxgNAS2b3B
Directeur.ice SINGA LILLE,SINGA France,https://jobs.makesense.org/fr/jobs/singa-france-directeurice-singa-lille-keRItGpnGT6O3jws1saO
Professeur d'activités physiques adaptées APA (F/H/X),La Croix-Rouge française,https://jobs.makesense.org/fr/jobs/la-croix-rouge-francaise-professeur-dactivites-physiques-adaptees-apa-fhx-keqGojOKNZMT0t3nH2mZ
Chef d'Equipe Espace vert,Groupe Vitamine T ,https://jobs.makesense.org/fr/jobs/groupe-vitamine-t-chef-dequipe-espace-vert-kknwDpAg8eTURhGL5AZW
Assistant Pédagogique H/F/X,La Croix-Rouge française,https://jobs.makesense.org/fr/jobs/la-croix-rouge-francaise-assistant-pedagogique-hfx-kqsKrfSYAdiK7ImPVDij
Responsable ressources humaines (H/F),Fondation Perce Neige,https://jobs.makesense.org/fr/jobs/fondation-perce-neige-responsable-ressources-humaines-hf-l6VAyzByFAzFdrNbYMKH
Assistant.e chef de produit acheteur H/F STAGE,"NOUS, épiceries anti-gaspi",https://jobs.makesense.org/fr/jobs/nous-epiceries-anti-gaspi-assistante-chef-de-produit-acheteur-hf-stage-l6cuOSTqqO5kqjnPxyut
Candidature spontanée,Slasheurs-cueilleurs,https://jobs.makesense.org/fr/jobs/slasheurs-cueilleurs-candidature-spontanee-l7ILGJOyKtzQXDkPRCWn
Stage – Consultant.e en stratégie climat – Pôle Secteur Public,OuiACT,https://jobs.makesense.org/fr/jobs/ouiact-stage-consultante-en-strategie-climat-pole-secteur-public-l9jBgjab9chR5ecjeliH
