siren,nom,adresse,code_postal,commune,departement,effectif_code,effectif_label,activite_naf,section_naf,nature_juridique,ca,resultat_net,est_ess,est_esus,est_siae,est_societe_mission,est_association,dirigeants,total_subventions,jtms_offres,jtms_roles,score,segment
491622668,POSITIV (P+),1 RUE PHILIDOR 75020 PARIS,75020,PARIS,75,21,50-99,88.99B,Q,9220,6530782.0,358682.0,True,False,False,False,True,ATTALI JACQUES JOSE MARDOCHE (Président du conseil d'administration); AZZOUZ BOUCHERA (Administrateur); BELAMRI JIHADE (Administrateur); BOURIMECH YOUNESS (Administrateur); DARROIS JEAN-MICHEL HENRI ADRIEN (Administrateur); DRIOUCHE KARIM (Administrateur); HASSON ELYA JULIE (Administrateur); PÉNICAUD MURIEL FRANCOISE (Administrateur); RAMBICUR JEAN FRANCOIS MARIE (Administrateur); RENNARD MARC FRANCOIS (Administrateur); SANTENAC (WEISS) ISABELLE FRANCOISE SUZANNE (Administrateur),226500.0,0,,7,Warm
311209589,LES JOURS HEUREUX,20 RUE RIBERA 75016 PARIS,75016,PARIS,75,41,500-999,87.20A,Q,9220,,,True,False,False,False,True,,140825.31,0,,7,Warm
775660970,ASS INSERT REINSERT PROF HUMAIN HANDIC (ANRH),17 IMPASSE TRUILLOT 75011 PARIS,75011,PARIS,75,42,1000-1999,88.10C,Q,9230,,,True,False,True,False,True,,84234.37,0,,7,Warm
408457299,ASSOCIATION HOPITAL FOCH,40 RUE WORTH 92150 SURESNES,92150,SURESNES,92,51,2000-4999,86.10Z,Q,9220,,,True,False,False,False,True,,108645.51000000001,0,,7,Warm
775676315,CAP' DEVANT (CAP' DEVANT),41 RUE DURIS 75020 PARIS,75020,PARIS,75,41,500-999,88.99B,Q,9220,,,True,False,True,False,True,,88264.4,0,,7,Warm
351713532,LEO LAGRANGE ANIMATION,150 RUE DES POISSONNIERS 75018 PARIS,75018,PARIS,75,42,1000-1999,82.11Z,S,9220,,,True,False,False,False,True,,437244.06,0,,7,Warm
775724131,APEI BOUCLE DE LA SEINE,1 BOULEVARD CHARLES DE GAULLE 92700 COLOMBES,92700,COLOMBES,92,41,500-999,70.10Z,Q,9230,,,True,False,True,False,True,,20244.24,0,,7,Warm
775726482,LA RESIDENCE SOCIALE,3 AVENUE DE L'EUROPE 92300 LEVALLOIS-PERRET,92300,LEVALLOIS-PERRET,92,41,500-999,87.10B,Q,9220,,,True,False,True,False,True,,45079.47,0,,7,Warm
775729874,LES PAPILLONS BLANCS DE LA COLLINE,155 LES BUREAUX DE LA COLLINE 92210 SAINT-CLOUD,92210,SAINT-CLOUD,92,41,500-999,87.20A,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
490254885,LES INSTITUTIONS SINAI (LIS),2 RUE TRISTAN TZARA 75018 PARIS,75018,PARIS,75,32,250-499,85.59B,P,9220,,,True,False,False,False,True,,387271.6,0,,7,Warm
775693369,ASSOCIATION CHAMPIONNET,14 RUE GEORGETTE AGUTTE 75018 PARIS,75018,PARIS,75,41,500-999,88.99B,Q,9230,,,True,False,True,False,True,,42882.08,0,,7,Warm
775670896,LES AILES DEPLOYEES,31 RUE DE LIEGE 75008 PARIS,75008,PARIS,75,32,250-499,86.10Z,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
775730328,UNAPEI HAUTS-DE-SEINE (UNAPEI 92),119 GRANDE RUE 92310 SEVRES,92310,SEVRES,92,42,1000-1999,87.10B,Q,9220,,,True,False,True,False,True,,5329.77,0,,7,Warm
383247533,ISATIS,18-20 18 RUE PASTEUR 94270 LE KREMLIN-BICETRE,94270,LE KREMLIN-BICETRE,94,41,500-999,87.10A,Q,9220,,,True,False,False,False,True,,111505.12,0,,7,Warm
318393295,SOLIDARITE ET JALONS POUR LE TRAVAIL (S.J.T.),27 RUE DOUY DELCUPE 93100 MONTREUIL,93100,MONTREUIL,93,32,250-499,85.59A,P,9220,,,True,False,False,False,True,,104484.75,0,,7,Warm
785558941,AFASER - FOYERS ET SAJ (AFASER),1 AVENUE MARTHE 94500 CHAMPIGNY-SUR-MARNE,94500,CHAMPIGNY-SUR-MARNE,94,42,1000-1999,88.10C,Q,9220,,,True,False,True,False,True,,53422.560000000005,0,,7,Warm
775728223,ASS INT CTRE MED SOCIAUX REG ILE FRANCE (ACMS),55 RUE ROUGET DE LISLE 92150 SURESNES,92150,SURESNES,92,42,1000-1999,86.21Z,Q,9220,,,True,False,False,False,True,,267348.09,0,,7,Warm
775694573,MAISON MATERNELLE,6 RUE EMILE DUBOIS 75014 PARIS,75014,PARIS,75,32,250-499,87.90A,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
322107798,APAJH PARIS,29 T RUE DU PRE SAINT-GERVAIS 75019 PARIS,75019,PARIS,75,32,250-499,87.20A,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
323649525,ADEF RESIDENCES,19 AU 21 19 RUE BAUDIN 94200 IVRY-SUR-SEINE,94200,IVRY-SUR-SEINE,94,51,2000-4999,87.10A,Q,9220,,,True,False,False,False,True,,316102.99,0,,7,Warm
785534629,A R P E I,2 AVENUE DE BELLEVUE 93220 GAGNY,93220,GAGNY,93,32,250-499,87.10B,Q,9220,,,True,False,True,False,True,,31319.64,0,,7,Warm
401161070,HALAGE,6 RUE ARNOLD GERAUX 93450 L'ILE-SAINT-DENIS,93450,L'ILE-SAINT-DENIS,93,22,100-199,94.99Z,S,9220,,,True,False,True,False,True,,32068.239999999998,2,Chargé.e du suivi des financements IAE/ACI | Stage 4 à 6 mois H/F - Appui à la recherche de financements,7,Hot
494867856,EMMAUS DEFI - FONDATEUR ABBE PIERRE,6 RUE ARCHEREAU 75019 PARIS,75019,PARIS,75,32,250-499,88.10C,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
784414310,ASSOCIATION JEUNESSE LOUBAVITCH,8 RUE LAMARTINE 75009 PARIS,75009,PARIS,75,32,250-499,88.99B,Q,9220,,,True,False,False,False,True,,332363.12,0,,7,Warm
425075983,ECOLE JEANNINE MANUEL (EABJM),70 RUE DU THEATRE 75015 PARIS,75015,PARIS,75,41,500-999,85.31Z,P,9220,,,True,False,False,False,True,,294310.92,0,,7,Warm
785658170,LIGUE DE L'ENSEIGNEMENT DU VAL DE MARNE (LDE94),ESPACE CONDORCET 88 RUE MARCEL BOURDARIAS 94140 ALFORTVILLE,94140,ALFORTVILLE,94,41,500-999,93.29Z,R,9220,,,True,False,False,False,True,,408763.0,0,,7,Warm
775674260,FEDERATION UNIE DES AUBERGES DE JEUNESSE (FUAJ),27 RUE PAJOL 75018 PARIS,75018,PARIS,75,32,250-499,55.20Z,I,9220,,,True,False,False,False,True,,393663.81,0,,7,Warm
784414369,FEDERATION DE PARIS DE LA LIGUE DE L ENSEIGNEMENT,167 BOULEVARD DE LA VILLETTE 75010 PARIS,75010,PARIS,75,32,250-499,88.99B,Q,9220,,,True,False,False,False,True,,321058.0,0,,7,Warm
445043326,GROUP HOSPITA DIACONESSES CROIX ST SIMON,95 RUE DE REUILLY 75012 PARIS,75012,PARIS,75,42,1000-1999,70.10Z,Q,9220,,,True,False,False,False,True,,136331.84,0,,7,Warm
303742480,FEDERATION FRANCAISE FOOTBALL - FFF (FFF),87 BOULEVARD DE GRENELLE 75015 PARIS,75015,PARIS,75,41,500-999,93.19Z,R,9220,,,True,False,False,False,True,,256358.82,0,,7,Warm
775664113,ASS RECHERCHE DEVEL METHODE PROCES INDUS (ARMINES),60 BOULEVARD SAINT-MICHEL 75006 PARIS,75006,PARIS,75,32,250-499,72.19Z,M,9220,,,True,False,False,False,True,,216432.57,0,,7,Warm
399777929,MOBIPOLIS,43 ROUTE DE VAUGIRARD 92190 MEUDON,92190,MEUDON,92,32,250-499,85.59A,P,9220,,,True,False,False,False,True,,272252.29,0,,7,Warm
488411844,BTP RESIDENCES MEDICO SOCIALES,7 RUE DU REGARD 75006 PARIS,75006,PARIS,75,42,1000-1999,86.10Z,Q,9220,,,True,False,False,False,True,,120807.84999999999,0,,7,Warm
775664410,VOIR ENSEMBLE,15 RUE MAYET 75006 PARIS,75006,PARIS,75,41,500-999,88.99B,Q,9220,,,True,False,True,False,True,,3687.85,0,,7,Warm
785668237,ASS MONSIEUR VINCENT,7IEME ETAGE-DIRECTION GENERALE 77 RUE DE REUILLY 75012 PARIS,75012,PARIS,75,42,1000-1999,87.10A,Q,9220,,,True,False,False,False,True,,156890.95,0,,7,Warm
483902920,AFG (AFG),RUE DE LA VISTULE 75013 PARIS,75013,PARIS,75,42,1000-1999,94.99Z,Q,9220,,,True,False,True,False,True,,31795.98,0,,7,Warm
775738073,ASS DEFENSE PROTECTION ENFANCE DEFICIENT (ADPED),1 ALLEE DES FLEURS 94260 FRESNES,94260,FRESNES,94,32,250-499,87.10B,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
775738941,L'ENTRAIDE LE TRAVAIL L'ACCOMPAGNEMENT L'INSERTIONDE LA PERSONNE EN SITUATION DE HANDICAP (ETAI),16 RUE ANATOLE FRANCE 94270 LE KREMLIN-BICETRE,94270,LE KREMLIN-BICETRE,94,41,500-999,88.10C,Q,9220,,,True,False,True,False,True,,52715.43000000001,0,,7,Warm
307222182,ASS DU PAYS DE FRANCE ET DE L'AULNOYE (APFA),013-015 13 CHEMIN DE SAVIGNY 93420 VILLEPINTE,93420,VILLEPINTE,93,32,250-499,87.20A,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
775735574,ASS DE FAMILLES POUR LE DEVELOPPEMENT DE L ACCOMPAGNEMENT ET DE L INCLUSION MEDICO-SOCIALE (A F D A E I M),1 ALLEE DU PARADIS 93240 STAINS,93240,STAINS,93,32,250-499,87.20A,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
439146960,ASSOCIATION LA VOIX DU DEVENIR (LA VOIX DU DEVENIR),RUE MICHEL ANGE 93600 AULNAY-SOUS-BOIS,93600,AULNAY-SOUS-BOIS,93,41,500-999,87.20A,Q,9220,,,True,False,True,False,True,,0.0,0,,7,Warm
775728272,OGEC LA TRINITE,121 AVENUE ACHILLE PERETTI 92200 NEUILLY-SUR-SEINE,92200,NEUILLY-SUR-SEINE,92,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,607092.35,0,,6,Warm
349508572,SEINE OUEST INSERTION,47 RUE DU GENERAL LECLERC 92130 ISSY-LES-MOULINEAUX,92130,ISSY-LES-MOULINEAUX,92,21,50-99,88.99B,Q,9222,,,True,False,True,False,True,,290482.0,0,,6,Warm
784521163,ENSEMBLE SCOLAIRE EUGENE NAPOLEON SAINT PIERRE FOURIER,13 RUE DE PRAGUE 75012 PARIS,75012,PARIS,75,22,100-199,85.20Z,P,9220,,,True,False,False,False,True,,529810.1599999999,0,,6,Warm
579803354,ASS GESTION DE L'INSTITUT NOTRE DAME DE MEUDON,24 RUE ALEXANDRE GUILMANT 92190 MEUDON,92190,MEUDON,92,31,200-249,85.31Z,P,9220,,,True,False,False,False,True,,756793.97,0,,6,Warm
775663222,LA NOUVELLE ETOILE,3 RUE COCHIN 75005 PARIS,75005,PARIS,75,31,200-249,70.10Z,Q,9220,,,True,False,False,False,True,,3414423.25,0,,6,Warm
775675598,ECLAIREUSES ET ECLAIREURS DE FRANCE (EEDF),12 PLACE GEORGES POMPIDOU 93160 NOISY-LE-GRAND,93160,NOISY-LE-GRAND,93,22,100-199,70.10Z,S,9230,,,True,False,False,False,True,,1743083.0,0,,6,Warm
403931132,ASS FRANCAISE DE MEDECINE DE PREVENTION (AFMP),36 RUE LAFFITTE 75009 PARIS,75009,PARIS,75,21,50-99,86.22C,Q,9220,,,True,False,False,False,True,,2722443.9299999997,0,,6,Warm
325910412,AUX CAPTIFS LA LIBERATION (ACLL),33 AVENUE PARMENTIER 75011 PARIS,75011,PARIS,75,21,50-99,88.99B,Q,9220,,,True,False,False,False,True,,1944511.35,0,,6,Warm
775675655,UNION NATIONALE DU SPORT SCOLAIRE (UNSS),UNION NATIONALE DU SPORT SCOLAIRE 13 RUE SAINT-LAZARE 75009 PARIS,75009,PARIS,75,22,100-199,93.12Z,R,9220,,,True,False,False,False,True,,5021634.0600000005,0,,6,Warm
775682024,SCOUTS ET GUIDES DE FRANCE,21-37-BAT D 2E ETAGE 21 RUE DE STALINGRAD 94110 ARCUEIL,94110,ARCUEIL,94,22,100-199,93.29Z,R,9220,,,True,False,False,False,True,,698243.1,0,,6,Warm
775689078,OFFICE CENTRAL DE COOPERATION A L ECOLE (OCCE),101 B RUE DU RANELAGH 75016 PARIS,75016,PARIS,75,22,100-199,94.99Z,S,9230,,,True,False,False,False,True,,4179031.0,0,,6,Warm
775659501,NATIONALE DE READAPTATION SOCIALE (ANRS),18 AVENUE VICTORIA 75001 PARIS,75001,PARIS,75,22,100-199,88.99B,Q,9220,,,True,False,False,False,True,,2221001.63,0,,6,Warm
775719792,LA PREVENTION ROUTIERE,33 RUE DE MOGADOR 75009 PARIS,75009,PARIS,75,22,100-199,94.99Z,S,9230,,,True,False,False,False,True,,617792.24,0,,6,Warm
414912725,ASTREDHOR - INSTITUT DES PROFESSIONNELS DU VEGETAL (ASTREDHOR),CENTRE ALESIA 44 RUE D'ALESIA 75014 PARIS,75014,PARIS,75,21,50-99,94.99Z,S,9220,,,True,False,False,False,True,,1086412.43,0,,6,Warm
785424532,ASS GEST STE FOY INSTIT ST DOMINIQUE,28 AVENUE SAINTE-FOY 92200 NEUILLY-SUR-SEINE,92200,NEUILLY-SUR-SEINE,92,31,200-249,85.20Z,P,9220,,,True,False,False,False,True,,856129.83,0,,6,Warm
325347045,FEDERATION NATIONALE SOLIDARITE FEMMES,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],PANTIN,93,21,50-99,88.99B,Q,9220,,,True,False,False,False,True,,4845352.0,0,,6,Warm
784179665,LA COOPERATION AGRICOLE (LCA),43 RUE SEDAINE 75011 PARIS,75011,PARIS,75,22,100-199,94.11Z,S,9220,,,True,False,False,False,True,,2146975.22,0,,6,Warm
784756413,INSTITUT DE SOUDURE (IS),BATIMENT RENAN 45 RUE DES 3 SOEURS 93420 VILLEPINTE,93420,VILLEPINTE,93,21,50-99,71.12B,M,9220,,,True,False,False,False,True,,741141.42,0,,6,Warm
785346289,ORGANISME GESTION ECOLE JEANNE D'ARC,9 BOULEVARD DE VALMY 92700 COLOMBES,92700,COLOMBES,92,31,200-249,85.31Z,P,9220,,,True,False,False,False,True,,798533.44,0,,6,Warm
784228090,SECOURS POPULAIRE FRANCAIS,9 RUE FROISSART 75003 PARIS,75003,PARIS,75,22,100-199,88.99B,Q,9220,,,True,False,False,False,True,,8190409.0,0,,6,Warm
443349220,LES REPUBLICAINS (UMP),4 PLACE DU PALAIS BOURBON 75007 PARIS,75007,PARIS,75,21,50-99,94.92Z,S,9220,,,True,False,False,False,True,,9761094.96,0,,6,Warm
784280745,ASSOCIATION ISEP-EDOUARD BRANLY (ISEP),28 RUE NOTRE-DAME DES CHAMPS 75006 PARIS,75006,PARIS,75,22,100-199,85.42Z,P,9220,,,True,False,False,False,True,,864800.0,0,,6,Warm
383550498,ASS TUTELAIRE FEDERAT PROTESTANTE OEUVRE (ATFPO),40 RUE DE LA PLAINE 75020 PARIS,75020,PARIS,75,21,50-99,69.10Z,M,9220,,,True,False,False,False,True,,4287034.08,0,,6,Warm
308126978,ASSOCIATION ECOLE MASSILLON,2 B QUAI DES CELESTINS 75004 PARIS,75004,PARIS,75,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,517604.76,0,,6,Warm
408560209,ANIMA'FAC,3 RUE RECAMIER 75007 PARIS 07,75007,PARIS 07,75,21,50-99,94.99Z,S,9220,,,True,False,False,False,True,,741902.0,0,,6,Warm
311349138,GROUPE ESIEA (ESIEA),9 RUE VESALE 75005 PARIS,75005,PARIS,75,31,200-249,85.42Z,P,9220,,,True,False,False,False,True,,1247788.75,0,,6,Warm
441393675,PETITS FRERES PAUVRES ASS GESTI ETABLISS (PFP-AGE),19 CITE VOLTAIRE 75011 PARIS,75011,PARIS,75,31,200-249,87.10A,Q,9220,,,True,False,False,False,True,,2311730.2399999998,0,,6,Warm
305080178,ACTION SOCIALE FINANCES VACANCES (ASF VACANCES),3 RUE FRANKLIN 93100 MONTREUIL,93100,MONTREUIL,93,21,50-99,55.20Z,I,9220,,,True,False,False,False,True,,20054592.75,0,,6,Warm
313905689,ORCHESTRE DE CHAMBRE DE PARIS (EOP),221 AVENUE JEAN JAURES 75019 PARIS,75019,PARIS,75,21,50-99,90.01Z,R,9220,,,True,False,False,False,True,,723480.0,0,,6,Warm
775694615,CLAIRE AMITIE FRANCE,59 RUE DE L'OURCQ 75019 PARIS,75019,PARIS,75,22,100-199,87.90B,Q,9220,,,True,False,False,False,True,,4845588.9399999995,0,,6,Warm
775663966,ASS INSTITUT SAINTE GENEVIEVE,64 RUE D'ASSAS 75006 PARIS,75006,PARIS,75,22,100-199,85.20Z,P,9220,,,True,False,False,False,True,,505548.62,0,,6,Warm
784280851,ECOLE ALSACIENNE,109 RUE NOTRE-DAME DES CHAMPS 75006 PARIS,75006,PARIS,75,31,200-249,85.31Z,P,9220,,,True,False,False,False,True,,612136.07,0,,6,Warm
784713661,OGEC BATIGNOLLES EPINETTES,35 AVENUE DE SAINT-OUEN 75017 PARIS,75017,PARIS,75,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,590837.88,0,,6,Warm
488960527,CITHEA FAMILLE ET PROFESSIONNEL - CENTRE D'INTERVENTION THERAPEUTIQUE ET D'ACCOMPAGNEMENT (CITHEA),43 RUE DE CHARENTON 75012 PARIS,75012,PARIS,75,21,50-99,86.90F,Q,9220,,,True,False,False,False,True,,636688.76,0,,6,Warm
314328691,FEDERATION FR DU SPORT UNIVERSITAIRE (FF SPORT U),108 AVENUE DE FONTAINEBLEAU 94270 LE KREMLIN-BICETRE,94270,LE KREMLIN-BICETRE,94,21,50-99,93.12Z,R,9220,,,True,False,False,False,True,,5272880.0,0,,6,Warm
784405870,FEDERATION LEO LAGRANGE (FLL),150 RUE DES POISSONNIERS 75018 PARIS,75018,PARIS,75,21,50-99,94.99Z,S,9220,,,True,False,False,False,True,BLEIN YVES JEAN (Autre); BORD CORINNE SYLVIE (Administrateur); BOUTIFLAT DYLAN PIERRE MARCEL (Administrateur); BRANCO REMI FRANCOIS MAURICE (Administrateur); JOUAN (CAZALÈRE) PIERRETTE HENRIETTE (Administrateur); COUSTAL (COUMES) MARTINE (Administrateur); CRAUSTE HERVE VICTOR JEAN (Autre); BOUVIER (DANTON) FRANCOISE ANDREE LOUISE (Administrateur); DJONGOUE MONKAM MARIE-ROSE (Administrateur); FAUVET FREDERIC JEAN LUC PIERRE (Administrateur); GIRAUD PHILIPPE ROGER (Administrateur); HACID KATHYA (Autre); HAMMADI RAZZY (Administrateur); HEINTZ (HEINTZ) GEORGES GEOFFROY HENRI EUGENE (Autre); HINDERMEYER OLIVIER JEAN (Administrateur); LAGAE MARC EDMOND (Administrateur); LE MARÉCHAL MARIE-MORGANE (Administrateur); LE ROUX BRUNO JEAN-LUC (Administrateur); LESTIEN (MAUDUIT) FRANCOISE ROLANDE LOUISE (Administrateur); MEADEL JULIETTE LAURE JEANNE (Administrateur); OLIVE FREDERIC PHILIPPE (Administrateur); PAIZANOU ARETI (Administrateur); PERRIN FLORENCE JANINE JACQUELINE (Administrateur); PIOT ISABELLE MARIE MAURICETTE (Administrateur); RECCHIA CELINE MONIQUE (Administrateur); SIBAILLY ARSENE (Administrateur); SILVANT ERIC OLIVIER JEROME (Administrateur); SÉGUÉLA VINCENT (Autre),1115076.0,0,,6,Warm
339863417,LES RESTAURANTS DU COEUR,42 RUE DE CLICHY 75009 PARIS,75009,PARIS,75,22,100-199,88.99B,Q,9230,,,True,False,False,False,True,,20733458.04,0,,6,Warm
775664634,CTRE ENTRAINEM METHODE EDUCATION ACTIVE (CEMEA),24 RUE MARC SEGUIN 75018 PARIS,75018,PARIS,75,21,50-99,94.99Z,P,9220,,,True,False,False,False,True,,5261582.899999999,0,,6,Warm
785319187,OGEC INSTITUT SAINT THOMAS DE VILLENEUVE,1646 AVENUE ROGER SALENGRO 92370 CHAVILLE,92370,CHAVILLE,92,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,538422.61,0,,6,Warm
348435108,MUSEE D ART ET D HISTOIRE DU JUDAISME,HOTEL ST AIGNAN 71 RUE DU TEMPLE 75003 PARIS,75003,PARIS,75,21,50-99,91.02Z,R,9220,,,True,False,False,False,True,,2279464.0,0,,6,Warm
411907819,ASSOCIATION COUP DE MAIN,31 AVENUE EDOUARD VAILLANT 93500 PANTIN,93500,PANTIN,93,22,100-199,47.79Z,Q,9220,,,True,False,True,False,True,,272986.0,0,,6,Warm
785313743,ASSOCIATION GROUPE SCOLAIRE BARAT,50 RUE DES GRILLONS 92290 CHATENAY-MALABRY,92290,CHATENAY-MALABRY,92,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,809892.0,0,,6,Warm
785283045,INSTITUTION SAINTE GENEVIEVE,48 AVENUE DE LA MARNE 92600 ASNIERES-SUR-SEINE,92600,ASNIERES-SUR-SEINE,92,22,100-199,85.59B,P,9220,,,True,False,False,False,True,,684915.59,0,,6,Warm
784662116,ASSOCIATION ECOLE GERSON,31 RUE DE LA POMPE 75016 PARIS,75016,PARIS,75,22,100-199,85.20Z,P,9220,,,True,False,False,False,True,,504860.6,0,,6,Warm
320734288,ASSOCIATION POLITIQUE CRIMINELLE APPLIQUEE ET REINSERTION SOCIALE (APCARS),16 RUE DE CHATEAUDUN 75009 PARIS,75009,PARIS,75,22,100-199,88.99B,Q,9220,,,True,False,False,False,True,,10901088.809999999,0,,6,Warm
775663149,MOUVEMENT ATD QUART MONDE,63 RUE BEAUMARCHAIS 93100 MONTREUIL,93100,MONTREUIL,93,22,100-199,88.99B,Q,9220,,,True,False,False,False,True,,902302.26,0,,6,Warm
784286007,OEUVRE D'ORIENT,20 RUE DU REGARD 75006 PARIS,75006,PARIS,75,21,50-99,88.99B,Q,9220,,,True,False,False,False,True,,891820.0,0,,6,Warm
397879487,COMITE FRANCAIS D ACCREDITATION (COFRAC),52 RUE JACQUES HILLAIRET 75012 PARIS,75012,PARIS,75,22,100-199,94.99Z,S,9220,,,True,False,False,False,True,,1004879.07,0,,6,Warm
334822806,ASS GESTION LTP ST NICOLAS,92 RUE DE VAUGIRARD 75006 PARIS,75006,PARIS,75,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,748176.89,0,,6,Warm
323857219,ASSOCIATION D'ACTION SOCIALE EN FAVEUR DES PERSONNELS DE LA VILLE DE PARIS ET DU DEPARTEMENT DE PARIS (ASPP),21 RUE D'UZES 75002 PARIS,75002,PARIS,75,31,200-249,56.29B,I,9220,,,True,False,False,False,True,,531119.61,0,,6,Warm
323299883,ASS FORMA AIDE REINSERT (FAIRE),48 RUE DE L'AMIRAL MOUCHEZ 75014 PARIS,75014,PARIS,75,21,50-99,88.99B,Q,9220,,,True,False,False,False,True,,1682573.75,0,,6,Warm
509963377,RESEAU MOM'ARTRE,204 RUE DE CRIMEE 75019 PARIS,75019,PARIS,75,22,100-199,94.99Z,S,9220,,,True,False,False,False,True,,643483.0,0,,6,Warm
775666597,CIMADE - SERVICE OECUMENIQUE D'ENTRAIDE,91 RUE OBERKAMPF 75011 PARIS,75011,PARIS,75,22,100-199,88.99B,Q,9220,,,True,False,False,False,True,,5498173.15,0,,6,Warm
572195683,OGEC NOTRE DAME DES OISEAUX NDO (NDO),12 RUE MICHEL-ANGE 75016 PARIS,75016,PARIS,75,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,548116.88,0,,6,Warm
784354276,COMIT NAT OLYMPIQ SPORTIF FRAN (CNOSF),1 AVENUE PIERRE DE COUBERTIN 75013 PARIS,75013,PARIS,75,22,100-199,93.12Z,R,9220,,,True,False,False,False,True,,9789230.069999998,0,,6,Warm
792455156,LA CRAVATE SOLIDAIRE,29 BOULEVARD BOURDON 75004 PARIS,75004,PARIS,75,21,50-99,88.99B,Q,9220,,,True,False,False,False,True,AUDRY LAURA (Administrateur); BESNARD YVAN (Administrateur); CHECHAN NICOLAS (Administrateur); DURAND-RENIER (DURAND) JULIEN (Administrateur); LEFORT ISABELLE (Administrateur); LERMECHIN PASCAL (Administrateur); MICHAUX THIERRY (Administrateur); SAMMUT (OLIVA) JOSIANE (Administrateur); PLANQUE-GODON APOLLINE (Administrateur); ROBIGAULT GUILLAUME (Administrateur); STRUBEL JACQUES-HENRI (Autre); VAESEN CECILE (Administrateur); VANNEROY COLINE (Administrateur); VIVOT DAVID-EMMANUEL (Administrateur),1305603.5,0,,6,Warm
775680127,CENTRE PEDAGOGIQ EDUC C PEGUY,54 AVENUE DE LA REPUBLIQUE 75011 PARIS,75011,PARIS,75,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,546977.05,0,,6,Warm
320102189,ASS OGEC PAUL CLAUDEL D'HULST,118 RUE DE GRENELLE 75007 PARIS,75007,PARIS,75,22,100-199,85.31Z,P,9220,,,True,False,False,False,True,,514991.27,0,,6,Warm
316465236,ASS GESTION RESEAU MESUR POLLUT ATMOSPH (AIRPARIF),7 RUE CRILLON 75004 PARIS,75004,PARIS,75,21,50-99,71.20B,M,9220,,,True,False,False,False,True,,2644661.06,0,,6,Warm
775657687,ATSCAF FEDERALE,41 BOULEVARD VINCENT AURIOL 75013 PARIS,75013,PARIS,75,22,100-199,94.99Z,S,9220,,,True,False,False,False,True,,4654674.0,0,,6,Warm
349889154,OXFAM FRANCE AGIR ICI,62 B AVENUE PARMENTIER 75011 PARIS,75011,PARIS,75,21,50-99,94.99Z,S,9220,,,True,False,False,False,True,,1024000.0,0,,6,Warm
399241090,ASSOCIATION ESPACES,855 AVENUE ROGER SALENGRO 92370 CHAVILLE,92370,CHAVILLE,92,31,200-249,94.99Z,S,9220,,,True,False,True,False,True,,387479.32,0,,6,Warm
400840476,BASILIADE,6 RUE DU CHEMIN VERT 75011 PARIS,75011,PARIS,75,22,100-199,87.90B,Q,9220,,,True,False,False,False,True,ARTHAUD DIDIER (None); BARBIER CHRISTINE (Administrateur); BONLIEU NICOLAS (Administrateur); CANNASSE SERGE (Administrateur); DELBREIL YVAN (Administrateur); HUMBERT PASCAL (Administrateur); JENTES SARA (Administrateur); KERHEL MAGALI (Administrateur); MIDOL-MONNET LUC (Autre); GIBAUX (NGUEMNIN) BERNADETTE (Administrateur); SEGRE (PIOT) MARIE-MADELEINE (Administrateur); QUENET MAURICE (Administrateur); CROFTS (RENOUARD-LARIVIÈRE) DOMINIQUE (Administrateur); ROULON SAMUEL (Administrateur),5340541.32,0,,6,Warm
784308926,INSTIT FRANC RELATIONS INTERNATIONALES (IFRI),27 RUE DE LA PROCESSION 75015 PARIS,75015,PARIS,75,21,50-99,72.20Z,M,9300,,,True,False,False,False,True,,2109521.09,0,,6,Warm
450374699,PROXITE,MAISON DES ASSOCIATIONS 19 RUE DE LA BOULANGERIE 93200 SAINT-DENIS,93200,SAINT-DENIS,93,21,50-99,94.99Z,S,9220,,,True,False,False,False,True,,1045305.0,0,,6,Warm
784544462,OGEC ASS GPE SCOLAIRE ST VINCENT DE PAUL (GSSVP),49 RUE BOBILLOT 75013 PARIS,75013,PARIS,75,31,200-249,85.20Z,P,9220,,,True,False,False,False,True,,739602.44,0,,6,Warm
417734092,INSERTION FORMATION EDUCATION PREVENTION,53 RUE DU REVEREND PERE C GILBERT 92600 ASNIERES-SUR-SEINE,92600,ASNIERES-SUR-SEINE,92,22,100-199,85.59B,Q,9220,,,True,False,False,False,True,,2089643.12,0,,6,Warm
